iShares S&P Small-Cap 600 Value ETF
Fund Holdings as of,"Apr 08, 2026"
Inception Date,"Jul 24, 2000"
Shares Outstanding,"60,050,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Type,Sector,Asset Class,Market Value,Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date,Notional Weight,Market Weight
"AMPH","AMPHASTAR PHARMACEUTICALS INC","EQUITY","Health Care","Equity","3,155,492.40","3,155,492.40","154,681.00","20.40","United States","NASDAQ","USD","1.00","USD","-","0.04","0.04"
"AMSF","AMERISAFE INC","EQUITY","Financials","Equity","3,135,535.65","3,135,535.65","93,015.00","33.71","United States","NASDAQ","USD","1.00","USD","-","0.04","0.04"
"JBGS","JBG SMITH PROPERTIES","EQUITY","Real Estate","Equity","3,064,064.64","3,064,064.64","210,444.00","14.56","United States","NYSE","USD","1.00","USD","-","0.04","0.04"
"CERT","CERTARA INC","EQUITY","Health Care","Equity","2,821,971.00","2,821,971.00","519,700.00","5.43","United States","NASDAQ","USD","1.00","USD","-","0.04","0.04"
"CENT","CENTRAL GARDEN AND PET","EQUITY","Consumer Staples","Equity","2,722,741.84","2,722,741.84","73,528.00","37.03","United States","NASDAQ","USD","1.00","USD","-","0.04","0.04"
"TRUP","TRUPANION INC","EQUITY","Financials","Equity","2,656,588.30","2,656,588.30","103,490.00","25.67","United States","NASDAQ","USD","1.00","USD","-","0.04","0.04"
"NXRT","NEXPOINT RESIDENTIAL TRUST INC","EQUITY","Real Estate","Equity","2,651,160.08","2,651,160.08","105,877.00","25.04","United States","NYSE","USD","1.00","USD","-","0.04","0.04"
"MSFUT","CASH COLLATERAL MSFUT USD","COLLATERAL","Cash and/or Derivatives","Cash Collateral and Margins","2,470,000.00","2,470,000.00","2,470,000.00","100.00","United States","-","USD","1.00","USD","Feb 01, 2009","0.03","0.03"
"CRSR","CORSAIR GAMING INC","EQUITY","Information Technology","Equity","2,427,783.90","2,427,783.90","425,927.00","5.70","United States","NASDAQ","USD","1.00","USD","-","0.03","0.03"
"QNST","QUINSTREET INC","EQUITY","Communication","Equity","2,301,632.45","2,301,632.45","186,367.00","12.35","United States","NASDAQ","USD","1.00","USD","-","0.03","0.03"
"FULT","FULTON FINANCIAL CORP","SWAP","Financials","Equity","0.00","2,276,294.94","106,718.00","21.33","United States","NASDAQ","USD","1.00","USD","-","0.03","-"
"HSTM","HEALTHSTREAM INC","EQUITY","Health Care","Equity","2,147,315.59","2,147,315.59","105,623.00","20.33","United States","NASDAQ","USD","1.00","USD","-","0.03","0.03"
"HTZ","HERTZ GLOBAL HLDGS INC","EQUITY","Industrials","Equity","2,095,398.36","2,095,398.36","350,988.00","5.97","United States","NASDAQ","USD","1.00","USD","-","0.03","0.03"
"LNC","LINCOLN NATIONAL CORP","SWAP","Financials","Equity","0.00","2,087,215.46","58,531.00","35.66","United States","NYSE","USD","1.00","USD","-","0.03","-"
"UHT","UNIVERSAL HEALTH REALTY INCOME TRU","EQUITY","Real Estate","Equity","2,003,859.00","2,003,859.00","47,575.00","42.12","United States","NYSE","USD","1.00","USD","-","0.03","0.03"
"NBHC","NATIONAL BANK HOLDINGS CORP CLASS","SWAP","Financials","Equity","0.00","1,829,163.84","44,592.00","41.02","United States","NYSE","USD","1.00","USD","-","0.02","-"
"BFS","SAUL CENTERS REIT INC","EQUITY","Real Estate","Equity","1,680,741.60","1,680,741.60","49,785.00","33.76","United States","NYSE","USD","1.00","USD","-","0.02","0.02"
"CTKB","CYTEK BIOSCIENCES INC","EQUITY","Health Care","Equity","1,629,331.72","1,629,331.72","349,642.00","4.66","United States","NASDAQ","USD","1.00","USD","-","0.02","0.02"
"BNL","BROADSTONE NET LEASE INC","SWAP","Real Estate","Equity","0.00","1,619,330.00","83,000.00","19.51","United States","NYSE","USD","1.00","USD","-","0.02","-"
"NABL","N ABLE INC","EQUITY","Information Technology","Equity","1,559,229.70","1,559,229.70","331,751.00","4.70","United States","NYSE","USD","1.00","USD","-","0.02","0.02"
"LZ","LEGALZOOM COM INC","EQUITY","Industrials","Equity","1,337,547.08","1,337,547.08","225,556.00","5.93","United States","NASDAQ","USD","1.00","USD","-","0.02","0.02"
"WRLD","WORLD ACCEPTANCE CORP","EQUITY","Financials","Equity","1,288,270.96","1,288,270.96","8,504.00","151.49","United States","NASDAQ","USD","1.00","USD","-","0.02","0.02"
"BFH","BREAD FINANCIAL HOLDINGS INC","SWAP","Financials","Equity","0.00","1,222,142.35","15,539.00","78.65","United States","NYSE","USD","1.00","USD","-","0.02","-"
"GNW","GENWORTH FINANCIAL INC","SWAP","Financials","Equity","0.00","1,105,169.09","126,017.00","8.77","United States","NYSE","USD","1.00","USD","-","0.01","-"
"BOH","BANK OF HAWAII CORP","SWAP","Financials","Equity","0.00","1,082,312.05","13,835.00","78.23","United States","NYSE","USD","1.00","USD","-","0.01","-"
"JPMSW","CASH COLLATERAL USD JPMSW","COLLATERAL","Cash and/or Derivatives","Cash Collateral and Margins","980,693.62","980,693.62","980,000.00","100.00","United States","-","USD","1.00","USD","May 01, 2002","0.01","0.01"
"PBI","PITNEY BOWES INC","SWAP","Industrials","Equity","0.00","957,712.84","86,828.00","11.03","United States","NYSE","USD","1.00","USD","-","0.01","-"
"ABR","ARBOR REALTY TRUST REIT INC","SWAP","Financials","Equity","0.00","579,561.72","77,172.00","7.51","United States","NYSE","USD","1.00","USD","-","0.01","-"
"MC","MOELIS CLASS A","SWAP","Financials","Equity","0.00","459,145.83","7,467.00","61.49","United States","NYSE","USD","1.00","USD","-","0.01","-"
"PFS","PROVIDENT FINANCIAL SERVICES INC","SWAP","Financials","Equity","0.00","317,377.22","14,387.00","22.06","United States","NYSE","USD","1.00","USD","-","-","-"
"PARSW","CASH COLLATERAL USD PARSW","COLLATERAL","Cash and/or Derivatives","Cash Collateral and Margins","220,155.71","220,155.71","220,000.00","100.00","France","-","USD","1.00","USD","Apr 01, 2002","-","-"
"DEI","DOUGLAS EMMETT REIT INC","SWAP","Real Estate","Equity","0.00","190,867.20","19,882.00","9.60","United States","NYSE","USD","1.00","USD","-","-","-"
"EIG","EMPLOYERS HOLDINGS INC","SWAP","Financials","Equity","0.00","47,485.80","1,116.00","42.55","United States","NYSE","USD","1.00","USD","-","-","-"
"UCB","UNITED COMMUNITY BANKS INC","SWAP","Financials","Equity","0.00","33,359.62","997.00","33.46","United States","NYSE","USD","1.00","USD","-","-","-"
"RNST","RENASANT CORP","SWAP","Financials","Equity","0.00","30,388.71","781.00","38.91","United States","NYSE","USD","1.00","USD","-","-","-"
"BANR","BANNER CORP","SWAP","Financials","Equity","0.00","17,946.48","282.00","63.64","United States","NASDAQ","USD","1.00","USD","-","-","-"
"BKU","BANKUNITED INC","SWAP","Financials","Equity","0.00","15,221.52","324.00","46.98","United States","NYSE","USD","1.00","USD","-","-","-"
"STBA","S AND T BANCORP INC","SWAP","Financials","Equity","0.00","13,515.66","309.00","43.74","United States","NASDAQ","USD","1.00","USD","-","-","-"
"FBP","FIRST BANCORP","SWAP","Financials","Equity","0.00","12,187.80","540.00","22.57","United States","NYSE","USD","1.00","USD","-","-","-"
"CPF","CENTRAL PACIFIC FINANCIAL CORP","SWAP","Financials","Equity","0.00","7,257.22","218.00","33.29","United States","NYSE","USD","1.00","USD","-","-","-"
"HAFC","HANMI FINANCIAL CORP","SWAP","Financials","Equity","0.00","6,769.35","245.00","27.63","United States","NASDAQ","USD","1.00","USD","-","-","-"
"MKTX","MARKETAXESS HOLDINGS INC","SWAP","Financials","Equity","0.00","1,591.65","9.00","176.85","United States","NASDAQ","USD","1.00","USD","-","-","-"
"TRST","TRUSTCO BANK CORP","SWAP","Financials","Equity","0.00","1,016.40","22.00","46.20","United States","NASDAQ","USD","1.00","USD","-","-","-"
"RTYM6","RUSSELL 2000 EMINI CME JUN 26","INDEX","Cash and/or Derivatives","Futures","0.00","44,543,330.00","338.00","2,635.70","-","Chicago Mercantile Exchange","USD","1.00","USD","-","0.60","-"
"GSISW","CASH COLLATERAL USD GSISW","COLLATERAL","Cash and/or Derivatives","Cash Collateral and Margins","-870,000.00","-870,000.00","-870,000.00","100.00","United States","-","USD","1.00","USD","May 01, 2002","-0.01","-0.01"
"USD","USD CASH","CASH","Cash and/or Derivatives","Cash","1,274,029.50","1,274,029.50","-39,191,606.00","100.00","United States","-","USD","1.00","USD","-","0.02","0.02"
 
"The content contained herein is owned or licensed by BlackRock and/or its third-party information providers and is protected by applicable copyrights, trademarks, service marks, and/or other intellectual property rights. Such content is solely for your personal, non-commercial use. Accordingly, you may not copy, distribute, modify, post, frame or deep link this content. You may download material displayed on this Website for your personal use provided you also retain all copyright and other proprietary notices contained on the materials. Modification or use of the materials for any other purpose violates BlackRock's intellectual property rights.
Holdings subject to change. See www.iShares.com for the most recent funds holdings.
The values for “price” shown herein generally represent a price provided by a third-party pricing vendor for the portfolio holding and do not reflect the impact of systematic fair valuation (“the vendor price”). The vendor price is not necessarily the price at which the Fund values the portfolio holding for the purposes of determining its net asset value (the “valuation price”). Additionally, where applicable, foreign currency exchange rates with respect to the portfolio holdings denominated in non-U.S. currencies for the valuation price will be generally determined as of the close of business on the New York Stock Exchange, whereas for the vendor price will be generally determined as of 4 p.m. London. The values shown herein for “market value,” “weight,” and “notional value” (the “calculated values”) are based off of the vendor price and may have been different if the valuation price were to have been used to calculate such values. The vendor price is as of the most recent practicable date and may not necessarily be as of the date shown above.
Please see the “Determination of Net Asset Value” section of each Fund’s prospectus for additional information on the Fund’s valuation policies and procedures.
CAREFULLY CONSIDER THE FUNDS' INVESTMENT OBJECTIVES, RISK FACTORS, AND CHARGES AND EXPENSES BEFORE INVESTING. THIS AND OTHER INFORMATION CAN BE FOUND IN THE FUNDS' PROSPECTUSES OR, IF AVAILABLE, THE SUMMARY PROSPECTUSES WHICH MAY BE OBTAINED BY VISITING WWW.ISHARES.COM OR WWW.BLACKROCK.COM. READ THE PROSPECTUS CAREFULLY BEFORE INVESTING. INVESTING INVOLVES RISK, INCLUDING POSSIBLE LOSS OF PRINCIPAL.
This information should not be relied upon as research, investment advice, or a recommendation regarding any products, strategies, or any security in particular.
This material is strictly for illustrative, educational, or informational purposes and is subject to change.
The Funds are distributed by BlackRock Investments, LLC (together with its affiliates, “BlackRock”).
The iShares Funds are not sponsored, endorsed, issued, sold or promoted by Bloomberg, BlackRock Index Services, LLC, Cboe Global Indices, LLC, Cohen & Steers, European Public Real Estate Association (“EPRA® ”), FTSE International Limited (“FTSE”), ICE Data Indices, LLC, NSE Indices Ltd, JPMorgan, JPX Group, London Stock Exchange Group (“LSEG”), MSCI Inc., Markit Indices Limited, Morningstar, Inc., Nasdaq, Inc., National Association of Real Estate Investment Trusts (“NAREIT”), Nikkei, Inc., Russell, S&P Dow Jones Indices LLC or STOXX Ltd. None of these companies make any representation regarding the advisability of investing in the Funds. With the exception of BlackRock Index Services, LLC, who is an affiliate, BlackRock Investments, LLC is not affiliated with the companies listed above. Neither FTSE, LSEG, nor NAREIT makes any warranty regarding the FTSE Nareit Equity REITS Index, FTSE Nareit All Residential Capped Index or FTSE Nareit All Mortgage Capped Index. Neither FTSE, EPRA, LSEG, nor NAREIT makes any warranty regarding the FTSE EPRA Nareit Developed ex-U.S. Index, FTSE EPRA Nareit Developed Green Target Index or FTSE EPRA Nareit Global REITs Index. “FTSE®” is a trademark of London Stock Exchange Group companies and is used by FTSE under license.
©2023 BlackRock, Inc or its affiliates. All rights reserved. iSHARES, iBONDS and BLACKROCK are trademarks of BlackRock, Inc. or its affiliates. All other trademarks are those of their respective owners."
